date,mid,attempted_charges,declined_charges,successful_charges,unique_cycle_attempts,declined_unique_cycle_attempts,successful_unique_cycle_attempts,cycle_1_attempts,cycle_1_success,cycle_1_revenue,cycle_1_decline,renewal_attempts,renewal_success,renewal_decline,renewal_success_rate,successful_offers,item_quantity,successful_customers,gross_product_revenue,net_product_revenue,total_revenue,processed,adjustments,adjustment_rate,refunds,refund_rate,refunded_revenue,refunded_revenue_rate,voids,void_rate,voided_revenue,void_revenue_rate,chargebacks,chargeback_rate,chargeback_revenue,chargeback_revenue_rate,alerts,alert_rate,alert_revenue,alert_revenue_rate,net_revenue,cost_of_revenue,chargeback_fees,chargeback_fees_rate,processing_fees,processing_fees_rate,profit,profit_margin,UniquePlusLLC,BrightAdvantageLLC,DiamondSphereLLC,DiamondsphereLLC,BrightAdvantagellc,ClearPoulseLLC,SpecifiConLLC,PrimeSmartSolutionsLLC,charge_dp1_v3,charge_dp1_v1,cardtype_visa,cardtype_mastercard,dayofweek_monday,dayofweek_sunday,dayofweek_friday,dayofweek_wednesday,dayofweek_saturday,dayofweek_thursday,dayofweek_tuesday,bankissuer_the_bancorp_bank_national_association,bankissuer_wells_fargo_bank_national_association,bankissuer_stride_bank_national_association,bankissuer_credit_one_bank_national_association,bankissuer_other,bankissuer_jpmorgan_chase_bank_na,bankissuer_capital_one_national_association,bankissuer_bank_of_america_national_association,bankissuer_jpmorgan_chase_bank_na_-_debit,bankissuer_citibank_na,shipstate_oh,shipstate_ny,shipstate_az,shipstate_other,shipstate_wi,shipstate_pa,shipstate_il,shipstate_mi,shipstate_ga,shipstate_nc,shipstate_tn,shipstate_fl,shipstate_ca,shipstate_tx,shipstate_in,shipstate_mo,success_charge_ratess
21/07/2025,19,6,3,3,6,3,3,6,3,38.67,3,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.12,0,0,3.12,0.0326,35.55,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
22/07/2025,19,6,2,4,6,2,4,6,4,51.56,2,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166666667,12.89,0.166666667,38.67,3.76,0,0,3.76,0.043466667,34.91,2.7392,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
23/07/2025,19,7,4,3,7,4,3,7,3,38.67,4,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.32,0,0,3.32,0.027942857,35.35,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429
24/07/2025,19,10,6,4,10,6,4,10,4,51.56,6,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,4.56,0,0,4.56,0.02608,47,3.7392,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4
25/07/2025,19,8,4,4,8,4,4,8,4,51.56,4,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,4.16,0,0,4.16,0.0326,47.4,3.7392,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
26/07/2025,19,18,12,6,18,12,6,18,6,77.34,12,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055555556,12.89,0.055555556,64.45,7.44,0,0,7.44,0.021733333,57.01,4.6088,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
27/07/2025,19,12,8,4,12,8,4,12,4,51.56,8,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,4.96,0,0,4.96,0.021733333,46.6,3.7392,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
29/07/2025,19,7,4,3,7,4,3,7,3,38.67,4,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.32,0,0,3.32,0.027942857,35.35,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429
30/07/2025,19,15,8,7,15,8,7,15,7,90.23,8,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.23,7.48,0,0,7.48,0.030426667,82.75,6.5436,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466666667
31/07/2025,19,6,3,3,6,3,3,6,3,38.67,3,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166666667,12.89,0.166666667,25.78,3.12,0,0,3.12,0.0326,22.66,1.8044,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
01/08/2025,19,12,7,5,12,7,5,12,5,64.45,7,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.083333333,12.89,0.083333333,51.56,5.6,0,0,5.6,0.027166667,45.96,3.674,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667
02/08/2025,19,4,0,4,4,0,4,4,4,51.56,0,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,12.89,0.25,38.67,3.36,0,0,3.36,0.0652,35.31,2.7392,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03/08/2025,19,6,4,2,6,4,2,6,2,25.78,4,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.48,0,0,2.48,0.021733333,23.3,1.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
04/08/2025,19,9,2,7,9,2,7,9,7,90.23,2,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,12.89,0.111111111,0,0,0,0,1,0.111111111,12.89,0.111111111,0,0,0,0,0,0,0,0,77.34,6.28,0,0,6.28,0.050711111,71.06,5.5436,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778
05/08/2025,19,5,3,2,5,3,2,5,2,25.78,3,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.28,0,0,2.28,0.02608,23.5,1.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
06/08/2025,19,20,11,9,20,11,9,20,9,116.01,11,0,0,0,0,9,9,9,116.01,116.01,116.01,116.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.01,9.76,0,0,9.76,0.02934,106.25,8.4132,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45
07/08/2025,19,6,2,4,6,2,4,6,4,51.56,2,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166666667,12.89,0.166666667,38.67,3.76,0,0,3.76,0.043466667,34.91,2.7392,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
08/08/2025,19,4,3,1,4,3,1,4,1,12.89,3,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.44,0,0,1.44,0.0163,11.45,0.9348,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
09/08/2025,19,15,12,3,15,12,3,15,3,38.67,12,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,4.92,0,0,4.92,0.013971429,33.75,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714
10/08/2025,19,4,1,3,4,1,3,4,3,38.67,1,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,12.89,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,12.89,0.25,25.78,2.72,0,0,2.72,0.0489,23.06,1.8044,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
11/08/2025,19,17,9,8,17,9,8,17,8,103.12,9,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,12.89,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.058823529,12.89,0.058823529,90.23,8.52,0,0,8.52,0.030682353,81.71,6.4784,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235
12/08/2025,19,1,0,1,1,0,1,1,1,12.89,0,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,12.89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12.89,1,0,0.84,0,0,0.84,0.0652,-0.84,-0.0652,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13/08/2025,19,11,6,5,11,6,5,11,5,64.45,6,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,38.67,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,3,0.272727273,38.67,0.272727273,25.78,5.4,0,0,5.4,0.029636364,20.38,1.674,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455
14/08/2025,19,10,6,4,10,6,4,10,4,51.56,6,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,4.56,0,0,4.56,0.02608,47,3.7392,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
15/08/2025,19,16,6,10,16,6,10,16,10,128.9,6,0,0,0,0,10,10,10,128.9,128.9,128.9,128.9,38.67,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1875,38.67,0.1875,90.23,9.6,0,0,9.6,0.04075,80.63,6.348,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
16/08/2025,19,12,5,7,12,5,7,12,7,90.23,5,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.23,6.88,0,0,6.88,0.038033333,83.35,6.5436,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333
17/08/2025,19,17,13,4,17,13,4,17,4,51.56,13,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,5.96,0,0,5.96,0.015341176,45.6,3.7392,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118
18/08/2025,19,3,1,2,3,1,2,3,2,25.78,1,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,1.88,0,0,1.88,0.043466667,23.9,1.8696,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
19/08/2025,19,9,4,5,9,4,5,9,5,64.45,4,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,12.89,0.111111111,51.56,5,0,0,5,0.036222222,46.56,3.674,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556
20/08/2025,19,19,10,9,19,10,9,19,9,116.01,10,0,0,0,0,9,9,9,116.01,116.01,116.01,116.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.01,9.56,0,0,9.56,0.030884211,106.45,8.4132,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473684211
21/08/2025,19,16,9,7,16,9,7,16,7,90.23,9,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,25.78,0.125,0,0,0,0,0,0,0,0,0,0,0,0,2,0.125,25.78,0.125,64.45,7.68,0,0,7.68,0.028525,56.77,4.5436,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375
22/08/2025,19,16,8,8,16,8,8,16,8,103.12,8,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,25.78,0.125,0,0,0,0,0,0,0,0,0,0,0,0,2,0.125,25.78,0.125,77.34,8.32,0,0,8.32,0.0326,69.02,5.4784,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
23/08/2025,19,41,28,13,41,28,13,41,13,167.57,28,0,0,0,0,13,13,13,167.57,167.57,167.57,167.57,25.78,0.048780488,0,0,0,0,0,0,0,0,0,0,0,0,2,0.048780488,25.78,0.048780488,141.79,16.52,0,0,16.52,0.020673171,125.27,10.1524,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317073171
24/08/2025,19,25,16,9,25,16,9,25,9,116.01,16,0,0,0,0,9,9,9,116.01,116.01,116.01,116.01,12.89,0.04,0,0,0,0,0,0,0,0,1,0.04,12.89,0.04,0,0,0,0,103.12,45.76,35,0.108612,10.76,0.023472,57.36,4.698,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36
25/08/2025,19,37,30,7,37,30,7,37,7,90.23,30,0,0,0,0,7,7,7,90.23,90.23,90.23,90.23,51.56,0.108108108,0,0,0,0,0,0,0,0,0,0,0,0,4,0.108108108,51.56,0.108108108,38.67,11.88,0,0,11.88,0.012335135,26.79,2.5436,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189189
26/08/2025,19,9,5,4,9,5,4,9,4,51.56,5,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,12.89,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,12.89,0.111111111,38.67,4.36,0,0,4.36,0.028977778,34.31,2.7392,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444
27/08/2025,19,4,3,1,4,3,1,4,1,12.89,3,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.44,0,0,1.44,0.0163,11.45,0.9348,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
28/08/2025,19,8,5,3,8,5,3,8,3,38.67,5,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.52,0,0,3.52,0.02445,35.15,2.8044,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375
29/08/2025,19,6,2,4,6,2,4,6,4,51.56,2,0,0,0,0,4,4,4,51.56,51.56,51.56,51.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,3.76,0,0,3.76,0.043466667,47.8,3.7392,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
30/08/2025,19,20,15,5,20,15,5,20,5,64.45,15,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,7.2,0,0,7.2,0.0163,57.25,4.674,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
31/08/2025,19,31,25,6,31,25,6,31,6,77.34,25,0,0,0,0,6,6,6,77.34,77.34,77.34,77.34,12.89,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033333333,12.89,0.033333333,64.45,10.04,0,0,10.04,0.013556667,54.41,4.5933,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183333333
01/09/2025,19,10,7,3,10,7,3,10,3,38.67,7,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,3.92,0,0,3.92,0.01956,34.75,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
02/09/2025,19,14,11,3,14,11,3,14,3,38.67,11,0,0,0,0,3,3,3,38.67,38.67,38.67,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.67,4.72,0,0,4.72,0.013971429,33.95,2.8044,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714
03/09/2025,19,9,9,0,9,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,1.8,0,-1.8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/2025,19,13,8,5,13,8,5,13,5,64.45,8,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.45,5.8,0,0,5.8,0.025076923,58.65,4.674,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385
05/09/2025,19,6,4,2,6,4,2,6,2,25.78,4,0,0,0,0,2,2,2,25.78,25.78,25.78,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,2.48,0,0,2.48,0.021733333,23.3,1.8696,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333
06/09/2025,19,21,13,8,21,13,8,21,8,103.12,13,0,0,0,0,8,8,8,103.12,103.12,103.12,103.12,12.89,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047619048,12.89,0.047619048,90.23,9.32,0,0,9.32,0.024838095,80.91,6.4784,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.380952381
07/09/2025,19,9,4,5,9,4,5,9,5,64.45,4,0,0,0,0,5,5,5,64.45,64.45,64.45,64.45,12.89,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111,12.89,0.111111111,51.56,5,0,0,5,0.036222222,46.56,3.674,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556
08/09/2025,19,6,5,1,6,5,1,6,1,12.89,5,0,0,0,0,1,1,1,12.89,12.89,12.89,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,1.84,0,0,1.84,0.010866667,11.05,0.9348,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
